bookmaker,market,player,line,odds,side,est_win_prob,ev
Bally Bet,player_steals,Under,0.5,2.04,under,0.5,-0.4898
BetRivers,player_points,Under,18.5,2.04,under,0.5,-0.4898
Caesars,player_assists,Under,5.5,2.04,under,0.5,-0.4898
FanDuel,player_threes,Under,3.5,2.04,under,0.5,-0.4898
BetOpenly,player_points,Over,13.5,2.04,over,0.5,-0.4898
Bally Bet,player_points,Under,8.5,2.04,under,0.5,-0.4898
Bally Bet,player_threes,Over,2.5,2.04,over,0.5,-0.4898
Novig,player_threes,Under,1.5,2.04,under,0.5,-0.4898
FanDuel,player_rebounds,Over,4.5,2.04,over,0.5,-0.4898
FanDuel,player_threes,Over,1.5,2.04,over,0.5,-0.4898
FanDuel,player_threes,Over,2.5,2.04,over,0.5,-0.4898
Caesars,player_assists,Over,2.5,2.04,over,0.5,-0.4898
Bally Bet,player_points,Under,9.5,2.04,under,0.5,-0.4898
Caesars,player_assists,Over,11.5,2.04,over,0.5,-0.4898
Caesars,player_assists,Over,3.5,2.04,over,0.5,-0.4898
Caesars,player_assists,Over,3.5,2.04,over,0.5,-0.4898
Caesars,player_threes,Under,1.5,2.04,under,0.5,-0.4898
BetOnline.ag,player_rebounds,Over,3.5,2.04,over,0.5,-0.4898
Caesars,player_threes,Over,2.5,2.04,over,0.5,-0.4898
Bally Bet,player_points,Under,11.5,2.04,under,0.5,-0.4898
Caesars,player_threes,Over,3.5,2.04,over,0.5,-0.4898
ProphetX,player_points,Over,14.5,2.04,over,0.5,-0.4898
Caesars,player_assists,Over,3.5,2.04,over,0.5,-0.4898
Caesars,player_threes,Under,1.5,2.04,under,0.5,-0.4898
BetOpenly,player_points,Under,9.5,2.04,under,0.5,-0.4898
BetRivers,player_points,Under,8.5,2.04,under,0.5,-0.4898
FanDuel,player_assists,Over,6.5,2.04,over,0.5,-0.4898
Bally Bet,player_points,Under,18.5,2.04,under,0.5,-0.4898
BetOnline.ag,player_rebounds,Under,2.5,2.04,under,0.5,-0.4898
BetRivers,player_points,Under,9.5,2.04,under,0.5,-0.4898
ProphetX,player_threes,Under,1.5,2.04,under,0.5,-0.4898
BetRivers,player_threes,Over,2.5,2.04,over,0.5,-0.4898
BetRivers,player_points,Under,21.5,2.04,under,0.5,-0.4898
Caesars,player_rebounds,Under,2.5,2.04,under,0.5,-0.4898
Bally Bet,player_rebounds,Under,7.5,2.04,under,0.5,-0.4898
BetRivers,player_assists,Over,5.5,2.04,over,0.5,-0.4898
BetRivers,player_rebounds,Under,7.5,2.04,under,0.5,-0.4898
Caesars,player_threes,Under,1.5,2.04,under,0.5,-0.4898
BetRivers,player_points,Under,11.5,2.04,under,0.5,-0.4898
Caesars,player_rebounds,Over,6.5,2.04,over,0.5,-0.4898
Novig,player_assists,Over,2.5,2.04,over,0.5,-0.4898
ProphetX,player_points,Over,15.5,2.03,over,0.5,-0.48985
BetOnline.ag,player_points,Over,17.5,2.03,over,0.5,-0.48985
BetOnline.ag,player_rebounds,Under,3.5,2.03,under,0.5,-0.48985
BetOnline.ag,player_assists,Over,1.5,2.03,over,0.5,-0.48985
BetOnline.ag,player_threes,Over,0.5,2.03,over,0.5,-0.48985
BetOnline.ag,player_points,Over,23.5,2.03,over,0.5,-0.48985
Novig,player_points,Under,9.5,2.03,under,0.5,-0.48985
Novig,player_rebounds,Over,8.5,2.03,over,0.5,-0.48985
Caesars,player_rebounds,Over,3.5,2.03,over,0.5,-0.48985
Novig,player_rebounds,Over,2.5,2.03,over,0.5,-0.48985
Novig,player_rebounds,Over,4.5,2.03,over,0.5,-0.48985
Novig,player_points,Under,8.5,2.03,under,0.5,-0.48985
Novig,player_blocks,Over,1.5,2.03,over,0.5,-0.48985
Novig,player_assists,Over,2.5,2.03,over,0.5,-0.48985
ProphetX,player_points,Under,13.5,2.03,under,0.5,-0.48985
Caesars,player_rebounds,Over,4.5,2.03,over,0.5,-0.48985
BetOnline.ag,player_assists,Over,4.5,2.03,over,0.5,-0.48985
ProphetX,player_rebounds,Over,5.5,2.03,over,0.5,-0.48985
BetOnline.ag,player_threes,Over,2.5,2.03,over,0.5,-0.48985
Novig,player_assists,Over,3.5,2.03,over,0.5,-0.48985
ProphetX,player_points,Under,12.5,2.03,under,0.5,-0.48985
ProphetX,player_points,Over,6.5,2.03,over,0.5,-0.48985
FanDuel,player_points,Under,19.5,2.02,under,0.5,-0.4899
Novig,player_points,Over,9.5,2.02,over,0.5,-0.4899
FanDuel,player_points,Under,12.5,2.02,under,0.5,-0.4899
Novig,player_points,Over,6.5,2.02,over,0.5,-0.4899
FanDuel,player_rebounds,Under,2.5,2.02,under,0.5,-0.4899
FanDuel,player_points,Under,7.5,2.02,under,0.5,-0.4899
ProphetX,player_assists,Under,3.5,2.02,under,0.5,-0.4899
FanDuel,player_points,Under,11.5,2.02,under,0.5,-0.4899
ProphetX,player_rebounds,Over,2.5,2.02,over,0.5,-0.4899
FanDuel,player_points,Under,11.5,2.02,under,0.5,-0.4899
FanDuel,player_points,Over,17.5,2.02,over,0.5,-0.4899
FanDuel,player_points,Over,6.5,2.02,over,0.5,-0.4899
Novig,player_rebounds,Over,9.5,2.02,over,0.5,-0.4899
FanDuel,player_points,Over,6.5,2.02,over,0.5,-0.4899
FanDuel,player_rebounds,Over,3.5,2.02,over,0.5,-0.4899
Novig,player_assists,Over,3.5,2.02,over,0.5,-0.4899
ProphetX,player_points,Under,7.5,2.02,under,0.5,-0.4899
BetRivers,player_points,Over,17.5,2.02,over,0.5,-0.4899
Bally Bet,player_assists,Over,4.5,2.02,over,0.5,-0.4899
FanDuel,player_assists,Over,3.5,2.02,over,0.5,-0.4899
BetRivers,player_threes,Under,1.5,2.02,under,0.5,-0.4899
FanDuel,player_points,Under,20.5,2.02,under,0.5,-0.4899
Bally Bet,player_assists,Over,6.5,2.02,over,0.5,-0.4899
BetOnline.ag,player_assists,Over,2.5,2.02,over,0.5,-0.4899
BetOnline.ag,player_rebounds,Over,4.5,2.02,over,0.5,-0.4899
BetRivers,player_points,Over,15.5,2.02,over,0.5,-0.4899
Bally Bet,player_points,Under,15.5,2.02,under,0.5,-0.4899
FanDuel,player_threes,Over,1.5,2.02,over,0.5,-0.4899
FanDuel,player_assists,Over,3.5,2.02,over,0.5,-0.4899
FanDuel,player_rebounds,Over,5.5,2.02,over,0.5,-0.4899
Bally Bet,player_assists,Over,2.5,2.02,over,0.5,-0.4899
Novig,player_assists,Over,3.5,2.02,over,0.5,-0.4899
Novig,player_points,Over,12.5,2.02,over,0.5,-0.4899
FanDuel,player_threes,Under,2.5,2.02,under,0.5,-0.4899
BetRivers,player_points,Under,7.5,2.02,under,0.5,-0.4899
FanDuel,player_points,Over,12.5,2.02,over,0.5,-0.4899
FanDuel,player_points,Over,6.5,2.02,over,0.5,-0.4899
BetRivers,player_points,Over,7.5,2.02,over,0.5,-0.4899
BetRivers,player_assists,Over,4.5,2.02,over,0.5,-0.4899
BetRivers,player_points,Under,19.5,2.02,under,0.5,-0.4899
Bally Bet,player_assists,Over,4.5,2.02,over,0.5,-0.4899
Bally Bet,player_points,Over,12.5,2.02,over,0.5,-0.4899
BetRivers,player_assists,Over,2.5,2.02,over,0.5,-0.4899
BetRivers,player_assists,Over,4.5,2.02,over,0.5,-0.4899
FanDuel,player_points,Over,8.5,2.02,over,0.5,-0.4899
FanDuel,player_points,Over,7.5,2.02,over,0.5,-0.4899
BetRivers,player_points,Under,8.5,2.02,under,0.5,-0.4899
FanDuel,player_rebounds,Over,9.5,2.02,over,0.5,-0.4899
Bally Bet,player_points,Over,15.5,2.02,over,0.5,-0.4899
ProphetX,player_points,Over,33.5,2.02,over,0.5,-0.4899
BetOnline.ag,player_assists,Over,4.5,2.02,over,0.5,-0.4899
BetOnline.ag,player_rebounds,Over,8.5,2.02,over,0.5,-0.4899
BetRivers,player_points,Over,12.5,2.02,over,0.5,-0.4899
Bally Bet,player_points,Over,17.5,2.02,over,0.5,-0.4899
FanDuel,player_rebounds,Over,3.5,2.02,over,0.5,-0.4899
BetRivers,player_assists,Over,6.5,2.02,over,0.5,-0.4899
BetRivers,player_points,Under,15.5,2.02,under,0.5,-0.4899
Bally Bet,player_threes,Under,1.5,2.02,under,0.5,-0.4899
Bally Bet,player_points,Under,7.5,2.02,under,0.5,-0.4899
FanDuel,player_points,Over,8.5,2.02,over,0.5,-0.4899
Bally Bet,player_points,Under,19.5,2.02,under,0.5,-0.4899
Bally Bet,player_points,Under,8.5,2.02,under,0.5,-0.4899
Bally Bet,player_points,Over,7.5,2.02,over,0.5,-0.4899
FanDuel,player_rebounds,Under,5.5,2.02,under,0.5,-0.4899
Novig,player_points,Over,14.5,2.01,over,0.5,-0.48995
ProphetX,player_points,Over,25.5,2.01,over,0.5,-0.48995
BetOnline.ag,player_points,Under,8.5,2.01,under,0.5,-0.48995
BetOnline.ag,player_points,Under,10.5,2.01,under,0.5,-0.48995
ProphetX,player_points,Over,12.5,2.01,over,0.5,-0.48995
ProphetX,player_assists,Over,5.5,2.01,over,0.5,-0.48995
BetOnline.ag,player_rebounds,Under,1.5,2.01,under,0.5,-0.48995
Novig,player_threes,Over,1.5,2.01,over,0.5,-0.48995
Novig,player_points,Over,12.5,2.01,over,0.5,-0.48995
ProphetX,player_rebounds,Over,5.5,2.01,over,0.5,-0.48995
Novig,player_points,Under,19.5,2.01,under,0.5,-0.48995
Novig,player_rebounds,Under,9.5,2.01,under,0.5,-0.48995
FanDuel,player_points,Over,20.5,2.0,over,0.5,-0.49
BetMGM,player_assists,Over,3.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
Fliff,player_rebounds,Over,6.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Over,8.5,2.0,over,0.5,-0.49
ESPN BET,player_threes,Under,2.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
BetMGM,player_assists,Under,1.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_assists,Over,3.5,2.0,over,0.5,-0.49
Fliff,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
FanDuel,player_steals,Over,1.5,2.0,over,0.5,-0.49
Fanatics,player_points,Under,7.5,2.0,under,0.5,-0.49
Fanatics,player_points,Over,3.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Under,3.5,2.0,under,0.5,-0.49
DraftKings,player_points,Over,12.5,2.0,over,0.5,-0.49
DraftKings,player_points,Over,6.5,2.0,over,0.5,-0.49
Fliff,player_steals,Over,0.5,2.0,over,0.5,-0.49
Novig,player_threes,Under,0.5,2.0,under,0.5,-0.49
BetOnline.ag,player_points,Over,9.5,2.0,over,0.5,-0.49
DraftKings,player_rebounds,Over,2.5,2.0,over,0.5,-0.49
BetMGM,player_assists,Over,4.5,2.0,over,0.5,-0.49
DraftKings,player_threes,Over,2.5,2.0,over,0.5,-0.49
Caesars,player_assists,Under,4.5,2.0,under,0.5,-0.49
BetMGM,player_assists,Over,4.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_rebounds,Over,3.5,2.0,over,0.5,-0.49
BetOnline.ag,player_assists,Over,6.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Under,13.5,2.0,under,0.5,-0.49
BetOnline.ag,player_points,Under,7.5,2.0,under,0.5,-0.49
Bally Bet,player_points,Over,14.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Over,26.5,2.0,over,0.5,-0.49
DraftKings,player_rebounds,Under,5.5,2.0,under,0.5,-0.49
Bovada,player_points,Under,22.5,2.0,under,0.5,-0.49
DraftKings,player_points,Over,9.5,2.0,over,0.5,-0.49
Bovada,player_threes,Under,1.5,2.0,under,0.5,-0.49
Fliff,player_threes,Under,2.5,2.0,under,0.5,-0.49
BetRivers,player_points,Under,13.5,2.0,under,0.5,-0.49
Bovada,player_points,Under,11.5,2.0,under,0.5,-0.49
Bovada,player_points,Over,10.5,2.0,over,0.5,-0.49
Fliff,player_steals,Over,1.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Under,13.5,2.0,under,0.5,-0.49
FanDuel,player_points,Under,16.5,2.0,under,0.5,-0.49
FanDuel,player_points,Over,6.5,2.0,over,0.5,-0.49
FanDuel,player_rebounds,Over,11.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Over,23.5,2.0,over,0.5,-0.49
Fliff,player_points,Over,6.5,2.0,over,0.5,-0.49
BetOnline.ag,player_rebounds,Over,8.5,2.0,over,0.5,-0.49
BetOnline.ag,player_points,Under,13.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
Caesars,player_points,Under,5.5,2.0,under,0.5,-0.49
Fliff,player_points,Over,6.5,2.0,over,0.5,-0.49
BetOnline.ag,player_assists,Over,3.5,2.0,over,0.5,-0.49
BetRivers,player_points,Over,21.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Over,22.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Under,14.5,2.0,under,0.5,-0.49
Bally Bet,player_points,Under,12.5,2.0,under,0.5,-0.49
Bally Bet,player_steals,Over,0.5,2.0,over,0.5,-0.49
BetMGM,player_threes,Under,1.5,2.0,under,0.5,-0.49
Fanatics,player_points,Under,8.5,2.0,under,0.5,-0.49
Bovada,player_threes,Over,1.5,2.0,over,0.5,-0.49
Bovada,player_threes,Over,1.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Over,5.5,2.0,over,0.5,-0.49
BetMGM,player_assists,Under,0.5,2.0,under,0.5,-0.49
BetMGM,player_assists,Under,1.5,2.0,under,0.5,-0.49
BetRivers,player_points,Under,31.5,2.0,under,0.5,-0.49
Fliff,player_rebounds,Under,3.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Over,18.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Under,6.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_points,Under,7.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_points,Under,11.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_points,Under,13.5,2.0,under,0.5,-0.49
ProphetX,player_assists,Over,4.5,2.0,over,0.5,-0.49
DraftKings,player_assists,Over,6.5,2.0,over,0.5,-0.49
BetRivers,player_points,Over,14.5,2.0,over,0.5,-0.49
DraftKings,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
Bovada,player_points,Under,7.5,2.0,under,0.5,-0.49
Bovada,player_points,Over,12.5,2.0,over,0.5,-0.49
Fliff,player_threes,Under,0.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Under,13.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Under,4.5,2.0,under,0.5,-0.49
Fliff,player_rebounds,Over,3.5,2.0,over,0.5,-0.49
Fliff,player_rebounds,Under,6.5,2.0,under,0.5,-0.49
Bally Bet,player_rebounds,Under,5.5,2.0,under,0.5,-0.49
Fanatics,player_points,Over,6.5,2.0,over,0.5,-0.49
Fanatics,player_points,Over,8.5,2.0,over,0.5,-0.49
BetMGM,player_threes,Over,1.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Under,6.5,2.0,under,0.5,-0.49
DraftKings,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
DraftKings,player_rebounds,Under,5.5,2.0,under,0.5,-0.49
Caesars,player_rebounds,Under,4.5,2.0,under,0.5,-0.49
Caesars,player_rebounds,Over,6.5,2.0,over,0.5,-0.49
BetMGM,player_rebounds,Over,7.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_rebounds,Over,9.5,2.0,over,0.5,-0.49
BetMGM,player_blocks,Over,0.5,2.0,over,0.5,-0.49
BetMGM,player_blocks,Over,0.5,2.0,over,0.5,-0.49
BetMGM,player_assists,Over,5.5,2.0,over,0.5,-0.49
FanDuel,player_threes,Under,1.5,2.0,under,0.5,-0.49
FanDuel,player_points,Over,10.5,2.0,over,0.5,-0.49
BetMGM,player_blocks,Over,1.5,2.0,over,0.5,-0.49
BetMGM,player_assists,Under,1.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Under,7.5,2.0,under,0.5,-0.49
DraftKings,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
DraftKings,player_rebounds,Under,4.5,2.0,under,0.5,-0.49
BetMGM,player_points,Over,15.5,2.0,over,0.5,-0.49
BetMGM,player_points,Over,7.5,2.0,over,0.5,-0.49
ESPN BET,player_assists,Over,2.5,2.0,over,0.5,-0.49
BetMGM,player_rebounds,Over,9.5,2.0,over,0.5,-0.49
BetMGM,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
ESPN BET,player_assists,Under,1.5,2.0,under,0.5,-0.49
BetMGM,player_points,Over,12.5,2.0,over,0.5,-0.49
BetMGM,player_points,Over,22.5,2.0,over,0.5,-0.49
BetMGM,player_points,Under,13.5,2.0,under,0.5,-0.49
BetMGM,player_points,Over,10.5,2.0,over,0.5,-0.49
BetMGM,player_points,Over,17.5,2.0,over,0.5,-0.49
Bovada,player_points,Under,15.5,2.0,under,0.5,-0.49
Caesars,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
Caesars,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
Bovada,player_points,Over,12.5,2.0,over,0.5,-0.49
Bovada,player_threes,Under,1.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Under,8.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Over,10.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Under,10.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Over,12.5,2.0,over,0.5,-0.49
DraftKings,player_points,Over,7.5,2.0,over,0.5,-0.49
Bally Bet,player_rebounds,Under,3.5,2.0,under,0.5,-0.49
FanDuel,player_threes,Over,1.5,2.0,over,0.5,-0.49
BetMGM,player_assists,Over,1.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Over,13.5,2.0,over,0.5,-0.49
BetRivers,player_points,Over,23.5,2.0,over,0.5,-0.49
Fliff,player_assists,Over,3.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_rebounds,Under,5.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_rebounds,Under,9.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Over,3.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Over,3.5,2.0,over,0.5,-0.49
BetMGM,player_points,Over,16.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Under,5.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Over,6.5,2.0,over,0.5,-0.49
Fliff,player_threes,Under,0.5,2.0,under,0.5,-0.49
Fliff,player_threes,Over,1.5,2.0,over,0.5,-0.49
Fliff,player_threes,Under,1.5,2.0,under,0.5,-0.49
BetMGM,player_assists,Under,4.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_threes,Over,2.5,2.0,over,0.5,-0.49
Caesars,player_threes,Under,0.5,2.0,under,0.5,-0.49
BetMGM,player_rebounds,Under,4.5,2.0,under,0.5,-0.49
BetMGM,player_points,Over,8.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_steals,Over,0.5,2.0,over,0.5,-0.49
BetRivers,player_points,Over,26.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Over,3.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Under,3.5,2.0,under,0.5,-0.49
Caesars,player_threes,Over,2.5,2.0,over,0.5,-0.49
BetRivers,player_points,Under,12.5,2.0,under,0.5,-0.49
BetRivers,player_rebounds,Under,5.5,2.0,under,0.5,-0.49
DraftKings,player_points,Under,10.5,2.0,under,0.5,-0.49
Bovada,player_rebounds,Over,6.5,2.0,over,0.5,-0.49
Bovada,player_rebounds,Over,5.5,2.0,over,0.5,-0.49
DraftKings,player_points,Over,14.5,2.0,over,0.5,-0.49
BetRivers,player_threes,Over,2.5,2.0,over,0.5,-0.49
BetRivers,player_rebounds,Under,3.5,2.0,under,0.5,-0.49
FanDuel,player_points,Under,11.5,2.0,under,0.5,-0.49
BetRivers,player_points,Under,14.5,2.0,under,0.5,-0.49
Fliff,player_assists,Under,2.5,2.0,under,0.5,-0.49
ProphetX,player_assists,Over,4.5,2.0,over,0.5,-0.49
Bovada,player_points,Under,13.5,2.0,under,0.5,-0.49
Bovada,player_points,Over,14.5,2.0,over,0.5,-0.49
Novig,player_threes,Over,3.5,2.0,over,0.5,-0.49
DraftKings,player_assists,Over,4.5,2.0,over,0.5,-0.49
BetMGM,player_points,Under,10.5,2.0,under,0.5,-0.49
Fliff,player_rebounds,Under,3.5,2.0,under,0.5,-0.49
BetRivers,player_points,Under,12.5,2.0,under,0.5,-0.49
Bovada,player_threes,Under,1.5,2.0,under,0.5,-0.49
BetMGM,player_points,Under,6.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Over,3.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Over,5.5,2.0,over,0.5,-0.49
ProphetX,player_assists,Over,2.5,2.0,over,0.5,-0.49
Novig,player_points,Under,15.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Over,14.5,2.0,over,0.5,-0.49
Caesars,player_rebounds,Over,6.5,2.0,over,0.5,-0.49
BetMGM,player_assists,Over,5.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_rebounds,Under,3.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
Bovada,player_threes,Under,1.5,2.0,under,0.5,-0.49
DraftKings,player_assists,Under,2.5,2.0,under,0.5,-0.49
BetRivers,player_points,Over,14.5,2.0,over,0.5,-0.49
Bovada,player_points,Under,13.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_rebounds,Over,6.5,2.0,over,0.5,-0.49
BetMGM,player_points,Over,10.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_points,Under,10.5,2.0,under,0.5,-0.49
BetMGM,player_points,Over,5.5,2.0,over,0.5,-0.49
ESPN BET,player_threes,Over,1.5,2.0,over,0.5,-0.49
DraftKings,player_threes,Over,1.5,2.0,over,0.5,-0.49
Fliff,player_assists,Over,1.5,2.0,over,0.5,-0.49
DraftKings,player_assists,Over,2.5,2.0,over,0.5,-0.49
Fanatics,player_points,Over,7.5,2.0,over,0.5,-0.49
Novig,player_points,Over,9.5,2.0,over,0.5,-0.49
Novig,player_points,Under,13.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_rebounds,Over,6.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_steals,Over,0.5,2.0,over,0.5,-0.49
Caesars,player_threes,Over,1.5,2.0,over,0.5,-0.49
Caesars,player_threes,Over,1.5,2.0,over,0.5,-0.49
Fliff,player_steals,Over,0.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Over,6.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Under,5.5,2.0,under,0.5,-0.49
ESPN BET,player_threes,Under,2.5,2.0,under,0.5,-0.49
Fliff,player_blocks,Under,0.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_points,Under,11.5,2.0,under,0.5,-0.49
DraftKings,player_rebounds,Over,12.5,2.0,over,0.5,-0.49
DraftKings,player_points,Over,6.5,2.0,over,0.5,-0.49
DraftKings,player_points,Under,8.5,2.0,under,0.5,-0.49
Bally Bet,player_points,Over,21.5,2.0,over,0.5,-0.49
BetOnline.ag,player_points,Under,7.5,2.0,under,0.5,-0.49
Fliff,player_assists,Over,3.5,2.0,over,0.5,-0.49
Bovada,player_assists,Over,6.5,2.0,over,0.5,-0.49
Bovada,player_assists,Over,4.5,2.0,over,0.5,-0.49
FanDuel,player_rebounds,Over,4.5,2.0,over,0.5,-0.49
DraftKings,player_assists,Over,3.5,2.0,over,0.5,-0.49
Bally Bet,player_points,Over,15.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_points,Under,17.5,2.0,under,0.5,-0.49
Bally Bet,player_points,Under,31.5,2.0,under,0.5,-0.49
BetMGM,player_points,Over,6.5,2.0,over,0.5,-0.49
DraftKings,player_rebounds,Over,8.5,2.0,over,0.5,-0.49
Bovada,player_points,Under,19.5,2.0,under,0.5,-0.49
DraftKings,player_points,Over,13.5,2.0,over,0.5,-0.49
Caesars,player_rebounds,Under,6.5,2.0,under,0.5,-0.49
Caesars,player_points,Under,7.5,2.0,under,0.5,-0.49
BetMGM,player_points,Under,11.5,2.0,under,0.5,-0.49
BetMGM,player_rebounds,Over,8.5,2.0,over,0.5,-0.49
ESPN BET,player_threes,Over,2.5,2.0,over,0.5,-0.49
BetRivers,player_points,Under,19.5,2.0,under,0.5,-0.49
BetRivers,player_points,Under,13.5,2.0,under,0.5,-0.49
BetRivers,player_points,Over,22.5,2.0,over,0.5,-0.49
BetMGM,player_rebounds,Over,5.5,2.0,over,0.5,-0.49
Fliff,player_rebounds,Under,2.5,2.0,under,0.5,-0.49
BetRivers,player_assists,Under,4.5,2.0,under,0.5,-0.49
FanDuel,player_assists,Over,2.5,2.0,over,0.5,-0.49
FanDuel,player_points,Over,16.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Over,20.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_points,Under,16.5,2.0,under,0.5,-0.49
Fliff,player_assists,Over,2.5,2.0,over,0.5,-0.49
ESPN BET,player_rebounds,Over,9.5,2.0,over,0.5,-0.49
Fliff,player_assists,Under,1.5,2.0,under,0.5,-0.49
ESPN BET,player_rebounds,Under,1.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_rebounds,Over,3.5,2.0,over,0.5,-0.49
Novig,player_threes,Over,3.5,2.0,over,0.5,-0.49
ESPN BET,player_threes,Under,1.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_points,Under,19.5,2.0,under,0.5,-0.49
ESPN BET,player_threes,Under,0.5,2.0,under,0.5,-0.49
ESPN BET,player_assists,Over,4.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Over,8.5,2.0,over,0.5,-0.49
ESPN BET,player_points,Under,7.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_points,Over,10.5,2.0,over,0.5,-0.49
Fliff,player_assists,Over,3.5,2.0,over,0.5,-0.49
Bovada,player_threes,Under,1.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_steals,Over,0.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_steals,Over,0.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_assists,Under,0.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_threes,Under,1.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_threes,Under,1.5,2.0,under,0.5,-0.49
ESPN BET,player_points,Over,13.5,2.0,over,0.5,-0.49
Novig,player_assists,Over,2.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_points,Under,8.5,2.0,under,0.5,-0.49
Hard Rock Bet,player_points,Under,15.5,2.0,under,0.5,-0.49
ProphetX,player_points,Under,13.5,2.0,under,0.5,-0.49
Fliff,player_assists,Over,5.5,2.0,over,0.5,-0.49
ProphetX,player_rebounds,Under,9.5,2.0,under,0.5,-0.49
ESPN BET,player_assists,Over,6.5,2.0,over,0.5,-0.49
ESPN BET,player_assists,Over,5.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_threes,Over,2.5,2.0,over,0.5,-0.49
BetOnline.ag,player_threes,Under,0.5,2.0,under,0.5,-0.49
Fanatics,player_points,Under,8.5,2.0,under,0.5,-0.49
FanDuel,player_assists,Over,4.5,2.0,over,0.5,-0.49
Hard Rock Bet,player_rebounds,Under,6.5,2.0,under,0.5,-0.49
Novig,player_threes,Under,2.5,2.0,under,0.5,-0.49
