bookmaker,market,player,side,line,odds,implied_prob,fair_prob_over,fair_prob_under,fair_prob,ev,flag,bet_type,timestamp
FanDuel,player_points,Kyle Filipowski,over,11.5,2.26,0.4424778761061947,0.4527845036319613,0.5472154963680387,0.4527845036319613,0.0232929782082325,,straight,2025-04-04 21:15:36.552157
FanDuel,player_rebounds,Tari Eason,under,3.5,2.26,0.4424778761061947,0.5472154963680387,0.4527845036319613,0.4527845036319613,0.0232929782082325,,straight,2025-04-04 21:15:36.552157
Hard Rock Bet,player_rebounds,Jrue Holiday,over,4.5,2.2,0.4545454545454545,0.464720194647202,0.5352798053527981,0.464720194647202,0.0223844282238445,,straight,2025-04-04 21:15:36.552157
Caesars,player_rebounds,Jarrett Allen,under,8.5,1.99,0.5025125628140703,0.4865525672371638,0.5134474327628362,0.5134474327628362,0.0217603911980441,,straight,2025-04-04 21:15:36.552157
DraftKings,player_threes,Amen Thompson,over,2.5,4.4,0.2272727272727272,0.2321116928446771,0.7678883071553229,0.2321116928446771,0.0212914485165796,,straight,2025-04-04 21:15:36.552157
DraftKings,player_assists,Alperen Sengun,under,3.5,1.87,0.53475935828877,0.4538834951456311,0.5461165048543689,0.5461165048543689,0.02123786407767,,straight,2025-04-04 21:15:36.552157
DraftKings,player_points,Isaiah Hartenstein,under,10.5,1.87,0.53475935828877,0.4538834951456311,0.5461165048543689,0.5461165048543689,0.02123786407767,,straight,2025-04-04 21:15:36.552157
Caesars,player_assists,Devin Vassell,under,2.5,1.7,0.5882352941176471,0.4,0.6,0.6,0.02,,straight,2025-04-04 21:15:36.552157
Fliff,player_rebounds,Kristaps Porzingis,Over,5.5,2.3,,0.48930481283422456,,0.48930481283422456,0.12540106951871643,,straight,2025-04-04 21:15:36.707328
Fliff,player_rebounds,Harrison Barnes,Over,1.5,2.5,,0.44892473118279574,,0.44892473118279574,0.12231182795698947,,straight,2025-04-04 21:15:36.707328
Fliff,player_rebounds,Bismack Biyombo,Under,8.5,2.1,,0.4851752021563342,,0.5148247978436657,0.0811320754716982,,straight,2025-04-04 21:15:36.707328
Fliff,player_assists,Kevin Huerter,Over,1.5,2.15,,0.5,,0.5,0.07499999999999996,,straight,2025-04-04 21:15:36.707328
Fliff,player_threes,Keldon Johnson,Under,1.5,2.0,,0.4632352941176471,,0.5367647058823529,0.07352941176470584,,straight,2025-04-04 21:15:36.707328
Fliff,player_assists,De'Andre Hunter,Under,1.5,1.87,,0.42819148936170215,,0.5718085106382979,0.06928191489361701,,straight,2025-04-04 21:15:36.707328
Fliff,player_rebounds,Amen Thompson,Under,7.5,2.05,,0.4815063887020848,,0.5184936112979153,0.06291190316072615,,straight,2025-04-04 21:15:36.707328
Fliff,player_points,Steven Adams,Over,6.5,2.15,,0.49327354260089684,,0.49327354260089684,0.06053811659192809,,straight,2025-04-04 21:15:36.707328
Fliff,player_assists,Immanuel Quickley,Under,7.5,1.74,,0.39743589743589747,,0.6025641025641025,0.048461538461538334,,straight,2025-04-04 21:15:36.707328
Fliff,player_assists,Jonathan Mogbo,Over,0.5,1.8,,0.5804749340369394,,0.5804749340369394,0.04485488126649084,,straight,2025-04-04 21:15:36.707328
Fliff,player_rebounds,Shaedon Sharpe,Over,3.5,1.87,,0.5569620253164557,,0.5569620253164557,0.04151898734177206,,straight,2025-04-04 21:15:36.707328
Fliff,player_assists,Matas Buzelis,Under,1.5,2.1,,0.5054054054054055,,0.49459459459459454,0.03864864864864859,,straight,2025-04-04 21:15:36.707328
Fliff,player_assists,Sam Merrill,Under,2.5,2.55,,0.5943152454780362,,0.40568475452196384,0.03449612403100777,,straight,2025-04-04 21:15:36.707328
Fliff,player_assists,Jaxson Hayes,Under,0.5,2.5,,0.590142671854734,,0.409857328145266,0.024643320363165078,,straight,2025-04-04 21:15:36.707328
Fliff,player_points_rebounds,Michael Porter Jr,Over,24.5,2.1,,0.4868126955744301,,0.4868126955744301,0.02230666070630316,,straight,2025-04-04 21:15:36.707328
Fliff,player_points_rebounds_assists,Max Strus,Over,15.5,1.95,,0.5241935483870968,,0.5241935483870968,0.022177419354838745,,straight,2025-04-04 21:15:36.707328
Fliff,player_threes,Jonathan Mogbo,Under,0.5,1.18,,0.13473423980222496,,0.865265760197775,0.021013597033374465,,straight,2025-04-04 21:15:36.707328
Fliff,player_points_rebounds,Matas Buzelis,Under,21.5,1.95,,0.4775179856115109,,0.5224820143884892,0.018839928057553967,,straight,2025-04-04 21:15:36.707328
Fliff,player_threes,Isaiah Collier,Under,0.5,1.24,,0.17968749999999997,,0.8203125,0.01718749999999991,,straight,2025-04-04 21:15:36.707328
Fliff,player_points,Donovan Mitchell,Over,20.5,1.91,,0.5320855614973262,,0.5320855614973262,0.016283422459893115,,straight,2025-04-04 21:15:36.707328
Fliff,player_points_rebounds_assists,Matas Buzelis,Under,23.5,1.91,,0.4694960212201591,,0.5305039787798409,0.01326259946949615,,straight,2025-04-04 21:15:36.707328
Fliff,player_threes,Stephon Castle,Over,0.5,1.91,,0.5297261189044756,,0.5297261189044756,0.011776887107548317,,straight,2025-04-04 21:15:36.707328
Fliff,player_rebounds,Jakob Poeltl,Under,8.5,1.95,,0.48128342245989303,,0.518716577540107,0.011497326203208758,,straight,2025-04-04 21:15:36.707328
